date,lat,lon,temp_c,rel_humidity_pct,wind_speed_ms,precip_mm,vpd_kpa,fwi,ndvi,ndmi,lfmc_proxy_pct,elevation_m,slope_pct,aspect_deg,target_ros_m_min
2024-10-01,19.374074,-155.144672,22.97,86.91,4.13,2.55,0.3670886116482243,0.3119952277097254,0.5574324324324325,0.2091803278688525,30.6,784.0,2.0671701431274414,281.3099365234375,0.4295
2024-10-01,67.983993,76.282563,3.13,93.25,6.47,4.17,0.0516230697600779,0.0079809667248637,0.4865493191630686,0.0078811078585903,87.6,29.0,1.282004475593567,71.56504821777344,0.4974
2024-10-01,67.84338,75.97797,3.13,93.25,6.47,4.17,0.0516230697600779,0.0079809667248637,0.4804171494785632,0.0217530390275112,87.0,35.0,1.282004475593567,161.56504821777344,0.252
2024-10-01,67.01571,76.188592,2.89,93.81,6.49,4.85,0.046540809573814,0.0042504781474505,0.270753064798599,-0.0939060939060939,91.2,57.0,1.282004475593567,161.56504821777344,0.2297
2024-10-01,66.956987,75.54248,2.9,93.69,6.7,4.97,0.0474767670223648,0.0039535585878185,0.3303167420814479,-0.3476331360946745,92.4,87.0,3.846013307571411,18.434947967529297,0.1767
2024-10-01,65.56183,22.22479,8.52,80.68,4.62,0.83,0.2147146422645214,0.7087490603594055,0.2526257600884466,0.1086105675146771,72.0,12.0,3.087475538253784,66.80140686035156,0.3139
2024-10-01,64.66416,21.28206,7.97,86.99,2.71,0.18,0.1392823133022613,1.563458984954222,0.2082191780821917,-0.0935251798561151,57.6,14.0,35.01538848876953,132.1844482421875,0.0527
2024-10-01,55.413708,43.404487,11.23,85.35,3.64,0.07,0.1952726176373991,1.6591101766837866,0.4350775193798449,-0.0373740656483588,63.0,111.0,4.622332572937012,142.12501525878906,0.3083
2024-10-01,59.38537,28.46212,5.78,80.92,0.92,0.0,0.1757195437026359,0.0,0.4161451814768461,0.1225198412698412,93.0,32.0,6.536965847015381,29.74488067626953,0.1228
2024-10-01,59.52771,34.14914,5.04,81.83,0.17,0.03,0.1589420039553281,1.3619422076432717,0.305703422053232,0.0399757722592368,82.8,183.0,11.538040161132812,18.434947967529297,1.4482
2024-10-01,56.06923,43.5957,10.75,86.35,4.13,0.05,0.1762294435512914,1.7102957828340164,0.6214595134955014,0.1433270676691729,81.6,138.0,7.649173736572266,32.0053825378418,0.2047
2024-10-01,52.68636,41.55072,16.26,33.43,3.75,0.0,1.23068208359094,0.0,0.5499334221038615,0.1678929765886287,65.39999999999999,159.0,17.333154678344727,280.7843017578125,0.2242
2024-10-01,53.0661,42.60323,15.77,35.1,3.47,0.0,1.1628430234380802,0.0,0.2694242593627725,-0.1363377067883627,50.4,196.0,1.282004475593567,18.434947967529297,0.1484
2024-10-01,52.25121,44.05284,15.38,36.62,3.54,0.0,1.1075763886088608,0.0,0.4222642699463892,-0.0189253861213835,43.8,217.0,1.81302809715271,153.43495178222656,1.3284
2024-10-01,51.593872,43.26887,15.93,34.52,3.88,0.0,1.1853011406190774,0.0,0.6200197563384919,0.133379405666897,40.2,110.0,1.7199894189834597,225.0,0.6204
2024-10-01,51.6174,40.7883,16.77,32.09,4.15,0.0,1.2968538434019987,0.0,0.2090261282660332,-0.2236908998474835,47.4,152.0,4.93196964263916,170.5376739501953,1.9385
2024-10-01,54.203385,40.79545,14.68,45.65,3.0,0.0,0.9079323613580308,0.0,0.4889838868793159,-0.0199134199134198,72.6,122.0,1.282004475593567,71.56504821777344,0.8656
2024-10-01,54.516982,40.731419,13.82,59.42,3.17,0.02,0.6411749840664398,1.952205040152373,0.1761866452131938,-0.1962616822429907,64.8,96.0,1.1466596126556396,135.0,0.3951
2024-10-01,54.601286,40.772355,13.82,59.42,3.17,0.02,0.6411749840664398,1.952205040152373,0.4545454545454545,-0.0221434898139946,69.0,95.0,2.0671701431274414,11.309932708740234,0.7512
2024-10-01,50.61053,41.757015,15.96,35.81,4.14,0.0,1.1641795443728746,0.0,0.4953000723065799,0.06543019062339,33.6,176.0,16.185781478881836,202.06790161132807,0.4171
2024-10-01,50.962827,40.936107,16.78,32.77,4.37,0.0,1.284683431196675,0.0,0.5371621621621622,0.0033076074972437,41.4,204.0,6.710653305053711,154.9831085205078,1.0789
2024-10-01,49.917416,37.679575,17.64,30.4,5.15,0.0,1.4043400674429498,0.0,0.3259755616870319,-0.1048430015965939,16.8,91.0,5.846839904785156,146.3099365234375,4.7642
2024-10-01,49.947955,38.020415,17.65,30.68,5.26,0.0,1.3995726002313729,0.0,0.2579710144927536,-0.3453996983408748,19.8,156.0,2.0671701431274414,101.30992889404295,1.0758
2024-10-01,50.00101,37.86458,17.65,30.68,5.26,0.0,1.3995726002313729,0.0,0.4048729911871436,-0.1555001558117793,120.0,167.0,15.384053230285645,18.434947967529297,8.8204
2024-10-01,50.752853,39.280167,17.12,31.23,4.49,0.0,1.3427440517776574,0.0,0.3341355796229442,-0.1238145416227608,35.4,199.0,2.2933192253112797,45.0,0.6237
